game_ID,Year,Team,Zone,Foot,Keeper,Goal,Penalty_number,Qualif,Elimination,Keeper_moovs,duration_sifflet,duration_ball,arret
217,2011,PAR,1,R,L,0,2,N,N,N,"2,6","29,6",N
217,2011,BRA,5,R,R,0,3,N,N,N,"6,9","36,3",Y
217,2011,PAR,4,L,R,1,4,N,N,N,"3,2","39,1",N
217,2011,BRA,4,L,R,0,5,N,N,N,"3,4","23,5",N
217,2011,PAR,4,R,R,1,6,N,N,N,"2,3","20,6",N
217,2011,BRA,2,R,L,0,7,N,Y,N,"6,9","27,9",N
218,2011,ARG,5,L,L,1,1,N,N,N,"5,1","75,4",N
218,2011,URU,4,R,L,1,2,N,N,N,"2,3","13,9",N
218,2011,ARG,6,R,R,1,3,N,N,N,2,"17,8",N
218,2011,URU,2,R,L,1,4,N,N,N,"1,6","18,4",N
218,2011,ARG,1,R,L,0,5,N,N,N,"2,2","14,1",Y
218,2011,URU,5,R,L,1,6,N,N,N,"1,3",16,N
218,2011,ARG,1,R,L,1,7,N,N,N,"3,2","16,8",N
218,2011,URU,2,R,L,1,8,N,N,N,"2,9","15,1",N
218,2011,ARG,2,R,L,1,9,N,Y,N,"2,7","13,3",N
218,2011,URU,6,R,R,1,10,Y,N,N,"1,7","10,3",N
219,2007,BRA,1,R,R,1,1,N,N,N,"2,1","28,1",N
219,2007,URU,3,R,L,0,2,N,N,N,"1,8",0,Y
219,2007,BRA,6,R,R,1,3,N,N,N,"3,6","9,9",N
219,2007,URU,5,R,L,1,4,N,N,N,"1,7","16,1",N
219,2007,BRA,5,R,L,1,5,N,N,Y,"2,3","8,5",N
219,2007,URU,5,R,L,1,6,N,N,Y,"3,7","24,1",N
219,2007,BRA,1,R,L,0,7,N,N,N,"2,3",19,N
219,2007,URU,3,L,R,1,8,N,N,N,"1,8","17,6",N
219,2007,BRA,1,R,R,1,9,N,N,N,"4,3","27,5",N
219,2007,URU,4,L,L,1,10,N,Y,N,"2,2","18,3",N
219,2007,BRA,1,R,L,0,11,N,N,N,"2,2","13,1",N
219,2007,URU,6,L,R,0,12,Y,N,N,"1,3","19,2",N
219,2007,BRA,6,L,R,1,13,N,N,N,"21,9","3,7",N
219,2007,URU,3,R,M,0,14,N,Y,Y,"2,1","24,2",N
220,2004,ARG,1,L,L,0,1,N,N,N,0,0,Y
220,2004,BRA,1,L,R,1,2,N,N,N,"2,4","20,4",N
220,2004,ARG,4,L,M,0,3,N,N,N,0,0,N
220,2004,BRA,5,L,L,1,4,N,N,N,"3,1","15,5",N
220,2004,ARG,5,L,M,1,5,N,N,N,"1,9","15,4",N
220,2004,BRA,1,R,L,1,6,N,N,N,"4,8","24,6",N
220,2004,ARG,4,L,L,1,7,N,N,N,"2,8",0,N
220,2004,BRA,5,R,L,1,8,Y,N,N,"9,8","23,5",N
221,2004,BRA,5,R,L,1,1,N,N,N,"3,1",32,N
221,2004,URU,5,R,R,1,2,N,N,N,"3,1",0,N
221,2004,BRA,6,R,L,1,3,N,N,N,"1,9",0,N
221,2004,URU,1,R,M,1,4,N,N,N,3,0,N
221,2004,BRA,5,L,L,1,5,N,N,N,"1,9","7,1",N
221,2004,URU,6,R,L,1,6,N,N,N,"3,1","15,2",N
221,2004,BRA,3,R,L,1,7,N,N,N,"4,4",0,N
221,2004,URU,5,L,R,0,8,N,N,N,"4,2","17,6",Y
221,2004,BRA,5,L,L,1,9,N,N,N,"9,6",0,N
222,2001,URU,2,R,L,1,1,N,N,N,"1,8","16,5",N
222,2001,HON,5,R,M,1,2,N,N,Y,"4,8","28,5",N
222,2001,URU,2,R,L,1,3,N,N,N,"1,6","14,9",Y
222,2001,HON,2,R,L,1,4,N,N,N,1,"12,7",N
222,2001,URU,1,R,R,1,5,N,N,Y,"1,7","28,9",N
222,2001,HON,2,R,R,1,6,N,N,N,"3,3","11,4",N
222,2001,URU,6,R,L,1,7,N,N,N,"2,3",0,N
222,2001,HON,1,R,L,1,8,N,N,N,"3,6","13,4",N
222,2001,URU,2,R,M,1,9,N,Y,N,"1,6","7,2",N
222,2001,HON,6,R,L,1,10,Y,N,Y,2,"17,9",N
223,1999,URU,1,R,R,1,1,N,N,Y,"1,9","61,4",N
223,1999,CHI,5,R,L,1,2,N,N,Y,2,"47,3",N
223,1999,URU,5,R,L,1,3,N,N,N,"2,7","33,4",N
223,1999,CHI,5,L,R,0,4,N,N,N,"1,3","12,4",Y
223,1999,URU,4,R,R,1,5,N,N,N,"2,6","21,8",N
223,1999,CHI,5,R,L,1,6,N,N,N,"1,5","10,8",N
223,1999,URU,3,R,L,1,7,N,N,Y,"2,6","23,9",N
223,1999,CHI,1,R,L,1,8,N,N,N,"1,2","11,8",N
223,1999,URU,2,L,M,1,9,Y,N,N,"1,6",21,N
224,1999,URU,6,R,L,1,1,N,N,N,"2,7","34,9",N
224,1999,PAR,1,R,L,1,2,N,N,N,5,"18,8",N
224,1999,URU,5,R,M,1,3,N,N,N,"2,5","10,8",N
224,1999,PAR,3,R,L,1,4,N,N,N,"2,6","21,5",N
224,1999,URU,4,R,L,1,5,N,N,N,"3,8","18,3",N
224,1999,PAR,1,R,L,1,6,N,N,N,"3,2","17,6",N
224,1999,URU,1,R,R,1,7,N,N,N,"2,9","12,5",N
224,1999,PAR,5,R,R,0,8,N,N,N,"3,2","30,8",Y
224,1999,URU,2,L,R,1,9,Y,N,N,"2,1",0,N
225,1999,MEX,6,R,R,1,1,N,N,N,"1,8",0,N
225,1999,PER,2,R,M,1,2,N,N,N,"1,5","18,7",N
225,1999,MEX,6,R,L,1,3,N,N,N,"3,1","12,2",N
225,1999,PER,5,R,L,1,4,N,N,N,"1,8","7,9",N
225,1999,MEX,6,L,L,1,5,N,N,N,"1,7",0,N
225,1999,PER,4,R,R,0,6,N,N,N,"2,6","15,9",N
225,1999,MEX,2,R,L,1,7,N,N,N,"3,3","13,9",N
225,1999,PER,6,R,R,0,8,N,Y,N,"1,7","9,6",N
226,1997,MEX,2,R,R,1,1,N,N,N,"1,8","20,3",N
226,1997,ECU,3,R,M,0,2,N,N,N,"1,6","14,1",Y
226,1997,MEX,2,R,L,1,3,N,N,N,"2,8","10,5",N
226,1997,ECU,5,R,R,0,4,N,N,N,"2,4","15,2",Y
226,1997,MEX,2,R,L,0,5,N,N,N,3,"16,3",Y
226,1997,ECU,2,L,L,1,6,N,N,N,"2,3","14,5",N
226,1997,MEX,2,R,R,1,7,N,N,N,"2,9",15,N
226,1997,ECU,4,R,R,1,8,N,N,Y,"2,8","25,6",N
226,1997,MEX,1,R,L,0,9,N,N,N,"1,9","21,3",N
226,1997,ECU,5,R,R,0,10,N,N,N,"1,8","11,6",Y
226,1997,MEX,6,R,M,1,11,Y,N,N,0,0,N
227,1995,URU,5,L,R,1,1,N,N,N,"1,1","13,4",N
227,1995,BRA,3,L,L,1,2,N,N,N,"2,9","21,3",N
227,1995,URU,1,R,L,1,3,N,N,N,"2,7","14,1",N
227,1995,BRA,6,L,L,1,4,N,N,Y,"7,6",0,N
227,1995,URU,5,R,R,1,5,N,N,N,"1,4","16,7",N
227,1995,BRA,1,R,L,0,6,N,N,N,"3,4","12,8",Y
227,1995,URU,1,R,L,1,7,N,N,N,"2,3","18,1",N
227,1995,BRA,2,R,L,1,8,N,Y,N,"1,9","14,5",N
227,1995,URU,1,R,R,1,9,Y,N,N,"1,4",0,N
228,1995,BRA,1,G,R,1,1,N,N,Y,8,165,N
228,1995,ARG,3,R,R,1,2,N,N,N,"4,5","6,1",N
228,1995,BRA,3,R,L,1,3,N,N,N,"4,9",19,N
228,1995,ARG,6,R,L,1,4,N,N,N,"2,3","7,8",N
228,1995,BRA,5,L,R,0,5,N,N,Y,"5,3","20,6",Y
228,1995,ARG,5,R,R,0,6,N,N,N,"2,8",0,Y
228,1995,BRA,1,R,M,1,7,N,N,N,"6,7","19,1",N
228,1995,ARG,5,L,R,0,8,N,N,N,"1,8","7,9",Y
228,1995,BRA,2,R,L,1,9,Y,N,N,"6,3","27,5",N
229,1995,USA,6,R,M,1,1,N,N,N,"2,1","33,7",N
229,1995,MEX,4,R,R,1,2,N,N,N,"1,4","10,9",N
229,1995,USA,5,R,R,1,3,N,N,N,"9,8","1,7",N
229,1995,MEX,2,R,L,0,4,N,N,N,"2,2","18,6",Y
229,1995,USA,6,R,L,1,5,N,N,N,"1,9","9,8",N
229,1995,MEX,5,R,R,0,6,N,N,N,"2,4","10,3",Y
229,1995,USA,1,R,R,1,7,Y,N,N,"3,8",0,N
230,1995,COL,2,R,L,1,1,N,N,Y,"1,9",84,N
230,1995,PAR,1,L,R,1,2,N,N,N,"2,3",0,N
230,1995,COL,2,R,L,1,3,N,N,N,0,"9,5",N
230,1995,PAR,6,R,M,1,4,N,N,N,"3,7",0,N
230,1995,COL,6,R,R,1,5,N,N,N,"2,3","13,1",N
230,1995,PAR,6,L,R,1,6,N,N,N,"3,9",0,N
230,1995,COL,1,R,L,1,7,N,N,N,"4,4","10,4",N
230,1995,PAR,1,R,L,1,8,N,N,N,0,0,N
230,1995,COL,1,R,L,1,9,N,N,N,"2,11","13,9",N
230,1995,PAR,2,R,L,1,10,Y,N,N,"2,4","20,2",Y
231,1993,COL,2,R,L,1,1,N,N,N,2,"20,1",N
231,1993,ARG,2,R,L,1,2,N,N,N,"2,3","10,9",N
231,1993,COL,1,R,R,1,3,N,N,N,"3,6","16,2",N
231,1993,ARG,6,R,R,1,4,N,N,N,"12,9",2,N
231,1993,COL,2,R,L,1,5,N,N,N,"2,4",15,N
231,1993,ARG,3,R,R,1,6,N,N,N,"2,9","15,5",N
231,1993,COL,4,R,R,1,7,N,N,N,"3,3","12,1",N
231,1993,ARG,3,R,L,1,8,N,N,N,"1,6","17,7",N
231,1993,COL,1,R,L,1,9,N,N,N,"2,8","12,3",N
231,1993,ARG,2,R,L,1,10,N,Y,N,"1,9","15,6",N
231,1993,COL,1,R,L,0,11,N,N,N,"1,3",23,Y
231,1993,ARG,6,R,L,1,12,Y,N,N,3,"20,7",N
232,1993,BRA,2,L,R,1,1,N,N,N,"4,2","28,1",N
232,1993,ARG,5,R,L,1,2,N,N,N,"2,9",7,N
232,1993,BRA,6,R,R,1,3,N,N,N,"2,9","11,7",N
232,1993,ARG,5,R,L,1,4,N,N,N,"1,5","11,7",N
232,1993,BRA,2,R,L,1,5,N,N,N,"4,6","12,2",N
232,1993,ARG,3,R,L,1,6,N,N,N,"1,6","11,6",N
232,1993,BRA,3,L,R,1,7,N,N,Y,"2,7","15,7",N
232,1993,ARG,6,R,M,1,8,N,N,Y,"3,8","7,3",N
232,1993,BRA,1,R,L,1,9,N,N,N,"2,2",12,N
232,1993,ARG,2,R,L,1,10,N,Y,N,"4,3","12,3",N
232,1993,BRA,5,R,R,0,11,N,N,N,"1,9","12,9",Y
232,1993,ARG,6,R,L,1,12,Y,N,N,"3,2","17,9",N
233,1993,COL,2,R,L,1,1,N,N,N,"1,7","23,1",N
233,1993,URU,2,R,L,1,2,N,N,N,"4,5","42,2",N
233,1993,COL,4,R,R,1,3,N,N,N,"3,5","15,3",N
233,1993,URU,2,R,R,1,4,N,N,N,"1,4","13,4",N
233,1993,COL,2,R,R,1,5,N,N,N,2,"12,5",N
233,1993,URU,5,R,R,0,6,N,N,N,"2,1","16,9",N
233,1993,COL,2,R,R,1,7,N,N,N,"5,7","16,6",N
233,1993,URU,4,L,R,1,8,N,Y,Y,"6,2","19,7",N
233,1993,COL,5,R,L,1,9,Y,N,N,"3,5",13,N
